function; time
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.6209999999933222e-06;
plus_to_lines; 2.7005000000010493e-05;
piece_to_text_lines; 1.9442999999993993e-05;
trim_piece; 6.319000000000463e-05;
process_border_cells; 2.6464000000003818e-05;
set_to_dict; 3.780999999994372e-06;
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
plus_to_lines; 1.2962000000005247e-05;
piece_to_text_lines; 7.5610000000031485e-06;
trim_piece; 5.4008999999993756e-05;
process_border_cells; 1.6202999999992418e-05;
set_to_dict; 2.700999999993847e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0799999999866472e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.080199999999032e-05;
piece_to_text_lines; 4.860000000009301e-06;
trim_piece; 6.372999999999795e-05;
process_border_cells; 1.944300000000787e-05;
set_to_dict; 4.321000000001574e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0799999999866472e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.296199999999137e-05;
piece_to_text_lines; 1.134199999999752e-05;
trim_piece; 5.346900000000043e-05;
process_border_cells; 1.9442999999993993e-05;
set_to_dict; 3.240000000001575e-06;
should_be_line; 1.6199999999938486e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.0802000000004197e-05;
piece_to_text_lines; 5.4010000000020986e-06;
trim_piece; 0.0001285409999999959;
process_border_cells; 1.6202999999992418e-05;
set_to_dict; 3.240000000001575e-06;
should_be_line; 1.6199999999938486e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.0799999999866472e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.1881000000005248e-05;
piece_to_text_lines; 4.860000000009301e-06;
trim_piece; 4.4826999999997286e-05;
process_border_cells; 2.484400000000997e-05;
set_to_dict; 2.700999999993847e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.0799999999866472e-06;
should_be_line; 1.0809999999999986e-06;
plus_to_lines; 1.2421999999998046e-05;
piece_to_text_lines; 6.4810000000026236e-06;
trim_piece; 5.4009000000007634e-05;
process_border_cells; 2.2682999999995568e-05;
set_to_dict; 3.7799999999948986e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 5.399999999933236e-07;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.1340999999998047e-05;
piece_to_text_lines; 8.641000000003674e-06;
trim_piece; 5.5628999999987605e-05;
process_border_cells; 1.9983000000001194e-05;
set_to_dict; 3.780999999994372e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 5.399999999933236e-07;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.1881999999990844e-05;
piece_to_text_lines; 5.9410000000093e-06;
trim_piece; 5.0227999999999384e-05;
process_border_cells; 1.9983000000001194e-05;
set_to_dict; 5.9410000000093e-06;
should_be_line; 1.6210000000072e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.6200000000077264e-06;
plus_to_lines; 1.296199999999137e-05;
piece_to_text_lines; 8.642000000003147e-06;
trim_piece; 5.346800000000096e-05;
process_border_cells; 1.512199999999242e-05;
set_to_dict; 3.240000000001575e-06;
should_be_line; 2.16000000000105e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 5.399999999933236e-07;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.2962000000005247e-05;
piece_to_text_lines; 4.321000000001574e-06;
trim_piece; 4.8067999999998334e-05;
process_border_cells; 2.052399999999399e-05;
set_to_dict; 3.780999999994372e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.1340999999998047e-05;
piece_to_text_lines; 5.9399999999959485e-06;
trim_piece; 7.075100000000778e-05;
process_border_cells; 1.3502999999998044e-05;
set_to_dict; 2.16000000000105e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.0262000000010874e-05;
piece_to_text_lines; 4.860999999994897e-06;
trim_piece; 7.183099999999443e-05;
process_border_cells; 3.1865000000005916e-05;
set_to_dict; 5.9399999999959485e-06;
should_be_line; 2.16000000000105e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 5.399999999933236e-07;
should_be_line; 5.399999999933236e-07;
plus_to_lines; 1.350199999999857e-05;
piece_to_text_lines; 9.18199999999647e-06;
trim_piece; 5.886900000000306e-05;
process_border_cells; 8.371300000001303e-05;
set_to_dict; 1.2421999999998046e-05;
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 5.399999999933236e-07;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 2.268399999999504e-05;
piece_to_text_lines; 1.512300000000577e-05;
trim_piece; 4.968799999999218e-05;
process_border_cells; 1.3502999999998044e-05;
set_to_dict; 3.240000000001575e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.080199999999032e-05;
piece_to_text_lines; 5.4010000000020986e-06;
trim_piece; 4.536699999999061e-05;
process_border_cells; 1.2421999999998046e-05;
set_to_dict; 2.1610000000005236e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 9.72099999999032e-06;
piece_to_text_lines; 4.3200000000021e-06;
trim_piece; 4.4826999999997286e-05;
process_border_cells; 1.3502000000012448e-05;
set_to_dict; 2.6999999999943736e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.1882000000004722e-05;
piece_to_text_lines; 4.861000000008775e-06;
trim_piece; 4.4286999999990084e-05;
process_border_cells; 1.134199999999752e-05;
set_to_dict; 2.16000000000105e-06;
should_be_line; 1.6200000000077264e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.134199999999752e-05;
piece_to_text_lines; 9.722000000003672e-06;
trim_piece; 7.021100000000058e-05;
process_border_cells; 1.296199999999137e-05;
set_to_dict; 2.1610000000005236e-06;
should_be_line; 1.6199999999938486e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 5.399999999933236e-07;
plus_to_lines; 1.0261999999996996e-05;
piece_to_text_lines; 4.8599999999954235e-06;
trim_piece; 4.374599999999729e-05;
process_border_cells; 1.2421999999998046e-05;
set_to_dict; 2.700999999993847e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.080199999999032e-05;
piece_to_text_lines; 5.4010000000020986e-06;
trim_piece; 4.4826999999997286e-05;
process_border_cells; 1.350199999999857e-05;
set_to_dict; 2.16000000000105e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
plus_to_lines; 1.0261999999996996e-05;
piece_to_text_lines; 4.321000000001574e-06;
trim_piece; 5.454899999998708e-05;
process_border_cells; 1.2962000000005247e-05;
set_to_dict; 2.6999999999943736e-06;
should_be_line; 1.0809999999999986e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.080000000000525e-06;
should_be_line; 1.0809999999999986e-06;
plus_to_lines; 1.0802000000004197e-05;
piece_to_text_lines; 4.321000000001574e-06;
trim_piece; 4.4826999999997286e-05;
break_evil_pieces; 0.058154745;
